hr;weekdays;cnt
8;Freitag;3526
9;Freitag;1893
10;Freitag;905
11;Freitag;947
12;Freitag;1212
13;Freitag;1306
14;Freitag;1194
15;Freitag;1448
16;Freitag;1801
17;Freitag;3165
18;Freitag;2619
19;Freitag;1620
20;Freitag;964
21;Freitag;676
22;Freitag;625
23;Freitag;444
0;Samstag;389
1;Samstag;266
2;Samstag;184
3;Samstag;132
4;Samstag;96
5;Samstag;57
6;Samstag;119
7;Samstag;128
8;Samstag;246
9;Samstag;563
10;Samstag;1030
11;Samstag;1367
12;Samstag;1698
13;Samstag;1938
14;Samstag;1793
15;Samstag;1780
16;Samstag;1759
17;Samstag;1672
18;Samstag;1435
19;Samstag;1062
20;Samstag;701
21;Samstag;466
22;Samstag;407
23;Samstag;416
0;Sonntag;359
1;Sonntag;313
2;Sonntag;188
3;Sonntag;187
4;Sonntag;107
5;Sonntag;76
6;Sonntag;102
7;Sonntag;168
8;Sonntag;348
9;Sonntag;808
10;Sonntag;1354
11;Sonntag;1961
12;Sonntag;2486
13;Sonntag;2561
14;Sonntag;2445
15;Sonntag;2378
16;Sonntag;2124
17;Sonntag;1639
18;Sonntag;1386
19;Sonntag;912
20;Sonntag;558
21;Sonntag;387
22;Sonntag;367
23;Sonntag;204
0;Montag;107
1;Montag;70
2;Montag;52
3;Montag;40
4;Montag;43
5;Montag;95
6;Montag;587
7;Montag;1925
8;Montag;3892
9;Montag;1910
10;Montag;823
11;Montag;846
12;Montag;1059
13;Montag;1073
14;Montag;528
15;Montag;310
16;Montag;832
17;Montag;2760
18;Montag;2994
19;Montag;1803
20;Montag;946
21;Montag;621
22;Montag;449
23;Montag;245
0;Dienstag;125
1;Dienstag;88
2;Dienstag;31
3;Dienstag;11
4;Dienstag;25
5;Dienstag;87
6;Dienstag;650
7;Dienstag;2016
8;Dienstag;4135
9;Dienstag;2065
10;Dienstag;982
11;Dienstag;926
12;Dienstag;1231
13;Dienstag;1286
14;Dienstag;1241
15;Dienstag;1339
16;Dienstag;1898
17;Dienstag;3706
18;Dienstag;3842
19;Dienstag;2116
20;Dienstag;1142
21;Dienstag;824
22;Dienstag;607
23;Dienstag;372
0;Mittwoch;187
1;Mittwoch;103
2;Mittwoch;66
3;Mittwoch;64
4;Mittwoch;46
5;Mittwoch;117
6;Mittwoch;696
7;Mittwoch;2301
8;Mittwoch;4406
9;Mittwoch;2224
10;Mittwoch;1003
11;Mittwoch;1001
12;Mittwoch;1366
13;Mittwoch;1319
14;Mittwoch;1325
15;Mittwoch;1464
16;Mittwoch;1929
17;Mittwoch;3680
18;Mittwoch;3575
19;Mittwoch;1997
20;Mittwoch;1056
21;Mittwoch;762
22;Mittwoch;669
23;Mittwoch;406
0;Donnerstag;161
1;Donnerstag;115
2;Donnerstag;84
3;Donnerstag;37
4;Donnerstag;54
5;Donnerstag;99
6;Donnerstag;670
7;Donnerstag;2243
8;Donnerstag;4358
9;Donnerstag;2230
10;Donnerstag;1056
11;Donnerstag;965
12;Donnerstag;1346
13;Donnerstag;1226
14;Donnerstag;1031
15;Donnerstag;1204
16;Donnerstag;1786
17;Donnerstag;3507
18;Donnerstag;3530
19;Donnerstag;2018
20;Donnerstag;1151
21;Donnerstag;832
22;Donnerstag;608
23;Donnerstag;300
0;Freitag;173
1;Freitag;103
2;Freitag;43
3;Freitag;26
4;Freitag;39
5;Freitag;65
6;Freitag;430
7;Freitag;1336
8;Freitag;3054
9;Freitag;1607
10;Freitag;912
11;Freitag;806
12;Freitag;601
13;Freitag;276
14;Freitag;288
15;Freitag;477
16;Freitag;811
17;Freitag;1355
18;Freitag;920
19;Freitag;656
20;Freitag;536
21;Freitag;464
22;Freitag;396
23;Freitag;387
0;Samstag;328
1;Samstag;218
2;Samstag;172
3;Samstag;113
4;Samstag;88
5;Samstag;66
6;Samstag;92
7;Samstag;242
8;Samstag;475
9;Samstag;824
10;Samstag;1107
11;Samstag;1171
12;Samstag;1132
13;Samstag;1165
14;Samstag;1188
15;Samstag;1465
16;Samstag;1397
17;Samstag;1468
18;Samstag;1513
19;Samstag;1142
20;Samstag;770
21;Samstag;489
22;Samstag;454
23;Samstag;492
0;Sonntag;389
1;Sonntag;292
2;Sonntag;230
3;Sonntag;177
4;Sonntag;88
5;Sonntag;70
6;Sonntag;95
7;Sonntag;185
8;Sonntag;398
9;Sonntag;862
10;Sonntag;1394
11;Sonntag;2015
12;Sonntag;2518
13;Sonntag;2761
14;Sonntag;2584
15;Sonntag;2601
16;Sonntag;2536
17;Sonntag;2328
18;Sonntag;2010
19;Sonntag;1369
20;Sonntag;819
21;Sonntag;506
22;Sonntag;398
23;Sonntag;260
0;Montag;141
1;Montag;101
2;Montag;37
3;Montag;32
4;Montag;41
5;Montag;106
6;Montag;640
7;Montag;2187
8;Montag;4163
9;Montag;2096
10;Montag;957
11;Montag;796
12;Montag;968
13;Montag;1017
14;Montag;929
15;Montag;1075
16;Montag;1575
17;Montag;3533
18;Montag;3324
19;Montag;1966
20;Montag;1045
21;Montag;696
22;Montag;516
23;Montag;279
0;Dienstag;154
1;Dienstag;76
2;Dienstag;42
3;Dienstag;35
4;Dienstag;50
5;Dienstag;114
6;Dienstag;726
7;Dienstag;2449
8;Dienstag;4486
9;Dienstag;2152
10;Dienstag;1019
11;Dienstag;948
12;Dienstag;1333
13;Dienstag;1320
14;Dienstag;1352
15;Dienstag;1482
16;Dienstag;2112
17;Dienstag;4097
18;Dienstag;4049
19;Dienstag;2264
20;Dienstag;1286
21;Dienstag;822
22;Dienstag;578
23;Dienstag;396
0;Mittwoch;196
1;Mittwoch;102
2;Mittwoch;56
3;Mittwoch;32
4;Mittwoch;53
5;Mittwoch;119
6;Mittwoch;729
7;Mittwoch;2502
8;Mittwoch;4646
9;Mittwoch;2233
10;Mittwoch;1086
11;Mittwoch;1026
12;Mittwoch;1324
13;Mittwoch;1495
14;Mittwoch;1462
15;Mittwoch;1644
16;Mittwoch;2114
17;Mittwoch;4137
18;Mittwoch;3932
19;Mittwoch;2284
20;Mittwoch;1246
21;Mittwoch;744
22;Mittwoch;617
23;Mittwoch;418
0;Donnerstag;186
1;Donnerstag;100
2;Donnerstag;72
3;Donnerstag;36
4;Donnerstag;47
5;Donnerstag;116
6;Donnerstag;694
7;Donnerstag;2376
8;Donnerstag;4255
9;Donnerstag;2057
10;Donnerstag;1047
11;Donnerstag;1074
12;Donnerstag;1231
13;Donnerstag;1316
14;Donnerstag;1312
15;Donnerstag;1482
16;Donnerstag;2040
17;Donnerstag;3539
18;Donnerstag;3634
19;Donnerstag;1982
20;Donnerstag;1096
21;Donnerstag;832
22;Donnerstag;629
23;Donnerstag;459
0;Freitag;257
1;Freitag;142
2;Freitag;75
3;Freitag;52
4;Freitag;56
5;Freitag;112
6;Freitag;591
7;Freitag;2002
8;Freitag;3908
9;Freitag;2005
10;Freitag;1083
11;Freitag;999
12;Freitag;1203
13;Freitag;1303
14;Freitag;874
15;Freitag;777
16;Freitag;924
17;Freitag;1350
18;Freitag;951
19;Freitag;618
20;Freitag;368
21;Freitag;271
22;Freitag;225
23;Freitag;196
0;Samstag;200
1;Samstag;172
2;Samstag;122
3;Samstag;92
4;Samstag;59
5;Samstag;72
6;Samstag;101
7;Samstag;222
8;Samstag;534
9;Samstag;990
10;Samstag;1278
11;Samstag;1574
12;Samstag;1848
13;Samstag;1946
14;Samstag;1823
15;Samstag;1902
16;Samstag;1856
17;Samstag;1903
18;Samstag;1662
19;Samstag;1278
20;Samstag;743
21;Samstag;509
22;Samstag;463
23;Samstag;413
0;Sonntag;390
1;Sonntag;305
2;Sonntag;229
3;Sonntag;153
4;Sonntag;90
5;Sonntag;58
6;Sonntag;56
7;Sonntag;127
8;Sonntag;301
9;Sonntag;642
10;Sonntag;1201
11;Sonntag;1528
12;Sonntag;1740
13;Sonntag;1881
14;Sonntag;1736
15;Sonntag;1586
16;Sonntag;1431
17;Sonntag;1489
18;Sonntag;1370
19;Sonntag;898
20;Sonntag;532
21;Sonntag;373
22;Sonntag;260
23;Sonntag;221
0;Montag;127
1;Montag;69
2;Montag;36
3;Montag;46
4;Montag;69
5;Montag;117
6;Montag;638
7;Montag;2061
8;Montag;3942
9;Montag;1873
10;Montag;885
11;Montag;775
12;Montag;921
13;Montag;868
14;Montag;901
15;Montag;811
16;Montag;1041
17;Montag;3006
18;Montag;2707
19;Montag;1460
20;Montag;684
21;Montag;501
22;Montag;351
23;Montag;260
0;Dienstag;116
1;Dienstag;65
2;Dienstag;30
3;Dienstag;24
4;Dienstag;40
5;Dienstag;123
6;Dienstag;700
7;Dienstag;2333
8;Dienstag;4413
9;Dienstag;2055
10;Dienstag;1038
11;Dienstag;920
12;Dienstag;1040
13;Dienstag;974
14;Dienstag;819
15;Dienstag;1014
16;Dienstag;1585
17;Dienstag;3269
18;Dienstag;2906
19;Dienstag;1726
20;Dienstag;1023
21;Dienstag;658
22;Dienstag;447
23;Dienstag;310
0;Mittwoch;135
1;Mittwoch;55
2;Mittwoch;32
3;Mittwoch;27
4;Mittwoch;44
5;Mittwoch;96
6;Mittwoch;672
7;Mittwoch;2313
8;Mittwoch;4294
9;Mittwoch;2091
10;Mittwoch;1022
11;Mittwoch;842
12;Mittwoch;1142
13;Mittwoch;1118
14;Mittwoch;1073
15;Mittwoch;1254
16;Mittwoch;1774
17;Mittwoch;3375
18;Mittwoch;3125
19;Mittwoch;1854
20;Mittwoch;934
21;Mittwoch;345
22;Mittwoch;285
23;Mittwoch;255
0;Donnerstag;65
1;Donnerstag;91
2;Donnerstag;40
3;Donnerstag;31
4;Donnerstag;32
5;Donnerstag;112
6;Donnerstag;668
7;Donnerstag;2267
8;Donnerstag;4170
9;Donnerstag;2123
10;Donnerstag;1047
11;Donnerstag;1030
12;Donnerstag;1213
13;Donnerstag;1272
14;Donnerstag;1213
15;Donnerstag;1278
16;Donnerstag;1673
17;Donnerstag;3041
18;Donnerstag;2980
19;Donnerstag;1733
20;Donnerstag;990
21;Donnerstag;659
22;Donnerstag;569
23;Donnerstag;312
0;Freitag;151
1;Freitag;82
2;Freitag;63
3;Freitag;46
4;Freitag;53
5;Freitag;101
6;Freitag;564
7;Freitag;1887
8;Freitag;3669
9;Freitag;1981
10;Freitag;989
11;Freitag;1051
12;Freitag;1169
13;Freitag;907
14;Freitag;738
15;Freitag;1041
16;Freitag;1677
17;Freitag;2845
18;Freitag;2409
19;Freitag;1513
20;Freitag;998
21;Freitag;596
22;Freitag;460
23;Freitag;395
0;Samstag;332
1;Samstag;222
2;Samstag;157
3;Samstag;127
4;Samstag;69
5;Samstag;61
6;Samstag;127
7;Samstag;263
8;Samstag;512
9;Samstag;890
10;Samstag;1395
11;Samstag;1858
12;Samstag;2157
13;Samstag;2178
14;Samstag;2171
15;Samstag;2172
16;Samstag;2253
17;Samstag;1976
18;Samstag;1777
19;Samstag;1429
20;Samstag;1095
21;Samstag;526
22;Samstag;510
23;Samstag;441
0;Sonntag;426
1;Sonntag;270
2;Sonntag;199
3;Sonntag;154
4;Sonntag;98
5;Sonntag;98
6;Sonntag;107
7;Sonntag;171
8;Sonntag;374
9;Sonntag;776
10;Sonntag;1344
11;Sonntag;1884
12;Sonntag;2365
13;Sonntag;2749
14;Sonntag;2740
15;Sonntag;2953
16;Sonntag;3205
17;Sonntag;2764
18;Sonntag;2454
19;Sonntag;1568
20;Sonntag;1006
21;Sonntag;601
22;Sonntag;512
23;Sonntag;431
0;Montag;363
1;Montag;196
2;Montag;168
3;Montag;111
4;Montag;91
5;Montag;85
6;Montag;125
7;Montag;227
8;Montag;411
9;Montag;631
10;Montag;956
11;Montag;1434
12;Montag;1707
13;Montag;1880
14;Montag;2283
15;Montag;2221
16;Montag;1587
17;Montag;1283
18;Montag;902
19;Montag;858
20;Montag;725
21;Montag;442
22;Montag;454
23;Montag;288
0;Dienstag;158
1;Dienstag;113
2;Dienstag;77
3;Dienstag;41
4;Dienstag;41
5;Dienstag;109
6;Dienstag;674
7;Dienstag;2315
8;Dienstag;4298
9;Dienstag;2099
10;Dienstag;1089
11;Dienstag;1028
12;Dienstag;1314
13;Dienstag;1413
14;Dienstag;1273
15;Dienstag;1363
16;Dienstag;1942
17;Dienstag;3717
18;Dienstag;3741
19;Dienstag;2197
20;Dienstag;1253
21;Dienstag;812
22;Dienstag;602
23;Dienstag;293
0;Mittwoch;174
1;Mittwoch;97
2;Mittwoch;58
3;Mittwoch;44
4;Mittwoch;50
5;Mittwoch;133
6;Mittwoch;743
7;Mittwoch;2536
8;Mittwoch;4743
9;Mittwoch;2363
10;Mittwoch;1188
11;Mittwoch;1208
12;Mittwoch;1482
13;Mittwoch;1573
14;Mittwoch;1582
15;Mittwoch;1689
16;Mittwoch;2292
17;Mittwoch;4312
18;Mittwoch;4133
19;Mittwoch;2591
20;Mittwoch;1493
21;Mittwoch;914
22;Mittwoch;626
23;Mittwoch;158
0;Donnerstag;60
1;Donnerstag;132
2;Donnerstag;43
3;Donnerstag;25
4;Donnerstag;43
5;Donnerstag;124
6;Donnerstag;745
7;Donnerstag;2409
8;Donnerstag;4836
9;Donnerstag;2679
10;Donnerstag;1351
11;Donnerstag;1287
12;Donnerstag;1715
13;Donnerstag;1773
14;Donnerstag;1785
15;Donnerstag;1898
16;Donnerstag;2621
17;Donnerstag;4497
18;Donnerstag;4162
19;Donnerstag;2583
20;Donnerstag;1610
21;Donnerstag;999
22;Donnerstag;802
23;Donnerstag;505
0;Freitag;266
1;Freitag;136
2;Freitag;85
3;Freitag;77
4;Freitag;61
5;Freitag;140
6;Freitag;712
7;Freitag;2236
8;Freitag;4425
9;Freitag;2495
10;Freitag;1342
11;Freitag;1458
12;Freitag;1845
13;Freitag;1941
14;Freitag;1859
15;Freitag;2091
16;Freitag;2861
17;Freitag;4493
18;Freitag;4136
19;Freitag;2588
20;Freitag;1619
21;Freitag;1118
22;Freitag;855
23;Freitag;750
0;Samstag;564
1;Samstag;397
2;Samstag;270
3;Samstag;168
4;Samstag;118
5;Samstag;104
6;Samstag;152
7;Samstag;334
8;Samstag;803
9;Samstag;1451
10;Samstag;2219
11;Samstag;3027
12;Samstag;3563
13;Samstag;3984
14;Samstag;3709
15;Samstag;4015
16;Samstag;3773
17;Samstag;3624
18;Samstag;3457
19;Samstag;2738
20;Samstag;2111
21;Samstag;1251
22;Samstag;1071
23;Samstag;916
0;Sonntag;674
1;Sonntag;516
2;Sonntag;342
3;Sonntag;212
4;Sonntag;128
5;Sonntag;104
6;Sonntag;176
7;Sonntag;317
8;Sonntag;652
9;Sonntag;1342
10;Sonntag;2064
11;Sonntag;2899
12;Sonntag;3728
13;Sonntag;4341
14;Sonntag;4063
15;Sonntag;4181
16;Sonntag;4034
17;Sonntag;3752
18;Sonntag;3733
19;Sonntag;2925
20;Sonntag;2044
21;Sonntag;1227
22;Sonntag;800
23;Sonntag;504
0;Montag;238
1;Montag;152
2;Montag;84
3;Montag;63
4;Montag;45
5;Montag;138
6;Montag;745
7;Montag;2507
8;Montag;4713
9;Montag;2345
10;Montag;1181
11;Montag;1177
12;Montag;1440
13;Montag;1583
14;Montag;1447
15;Montag;1676
16;Montag;2042
17;Montag;2266
18;Montag;2847
19;Montag;1172
20;Montag;965
21;Montag;766
22;Montag;563
23;Montag;352
0;Dienstag;187
1;Dienstag;149
2;Dienstag;86
3;Dienstag;60
4;Dienstag;36
5;Dienstag;102
6;Dienstag;435
7;Dienstag;1651
8;Dienstag;2702
9;Dienstag;1128
10;Dienstag;379
11;Dienstag;345
12;Dienstag;562
13;Dienstag;597
14;Dienstag;622
15;Dienstag;829
16;Dienstag;1112
17;Dienstag;2806
18;Dienstag;2969
19;Dienstag;1841
20;Dienstag;1184
21;Dienstag;819
22;Dienstag;564
23;Dienstag;287
0;Mittwoch;108
1;Mittwoch;31
2;Mittwoch;22
3;Mittwoch;13
4;Mittwoch;30
5;Mittwoch;93
6;Mittwoch;646
7;Mittwoch;1967
8;Mittwoch;4162
9;Mittwoch;2098
10;Mittwoch;766
11;Mittwoch;378
12;Mittwoch;894
13;Mittwoch;914
14;Mittwoch;513
15;Mittwoch;982
16;Mittwoch;1447
17;Mittwoch;3420
18;Mittwoch;3486
19;Mittwoch;2227
20;Mittwoch;1402
21;Mittwoch;844
22;Mittwoch;687
23;Mittwoch;444
0;Donnerstag;238
1;Donnerstag;101
2;Donnerstag;52
3;Donnerstag;36
4;Donnerstag;45
5;Donnerstag;134
6;Donnerstag;770
7;Donnerstag;2465
8;Donnerstag;4648
9;Donnerstag;2486
10;Donnerstag;1290
11;Donnerstag;1127
12;Donnerstag;1625
13;Donnerstag;1636
14;Donnerstag;1634
15;Donnerstag;1712
16;Donnerstag;2348
17;Donnerstag;4296
18;Donnerstag;4141
19;Donnerstag;2783
20;Donnerstag;1812
21;Donnerstag;1273
22;Donnerstag;837
23;Donnerstag;593
0;Freitag;312
1;Freitag;164
2;Freitag;80
3;Freitag;77
4;Freitag;61
5;Freitag;120
6;Freitag;664
7;Freitag;2195
8;Freitag;4356
9;Freitag;2509
10;Freitag;1274
11;Freitag;1307
12;Freitag;1602
13;Freitag;1854
14;Freitag;1759
15;Freitag;1847
16;Freitag;2511
17;Freitag;3980
18;Freitag;3195
19;Freitag;1833
20;Freitag;1104
21;Freitag;762
22;Freitag;599
23;Freitag;541
0;Samstag;478
1;Samstag;284
2;Samstag;233
3;Samstag;156
4;Samstag;108
5;Samstag;89
6;Samstag;137
7;Samstag;314
8;Samstag;606
9;Samstag;1010
10;Samstag;1456
11;Samstag;1844
12;Samstag;2250
13;Samstag;2564
14;Samstag;2760
15;Samstag;2827
16;Samstag;2757
17;Samstag;2577
18;Samstag;2313
19;Samstag;1955
20;Samstag;1333
21;Samstag;758
22;Samstag;668
23;Samstag;569
0;Sonntag;564
1;Sonntag;433
2;Sonntag;329
3;Sonntag;179
4;Sonntag;105
5;Sonntag;128
6;Sonntag;153
7;Sonntag;227
8;Sonntag;502
9;Sonntag;1031
10;Sonntag;1712
11;Sonntag;2296
12;Sonntag;2890
13;Sonntag;3343
14;Sonntag;3286
15;Sonntag;3257
16;Sonntag;3190
17;Sonntag;3063
18;Sonntag;2652
19;Sonntag;1844
20;Sonntag;1305
21;Sonntag;872
22;Sonntag;585
23;Sonntag;356
0;Montag;213
1;Montag;127
2;Montag;61
3;Montag;49
4;Montag;56
5;Montag;121
6;Montag;743
7;Montag;2449
8;Montag;4629
9;Montag;2382
10;Montag;1222
11;Montag;1227
12;Montag;1507
13;Montag;1535
14;Montag;1481
15;Montag;1680
16;Montag;2283
17;Montag;4518
18;Montag;4448
19;Montag;2598
20;Montag;1642
21;Montag;1020
22;Montag;683
23;Montag;371
0;Dienstag;206
1;Dienstag;112
2;Dienstag;54
3;Dienstag;49
4;Dienstag;53
5;Dienstag;151
6;Dienstag;868
7;Dienstag;2774
8;Dienstag;5322
9;Dienstag;2472
10;Dienstag;1214
11;Dienstag;1190
12;Dienstag;1409
13;Dienstag;1501
14;Dienstag;1368
15;Dienstag;1560
16;Dienstag;2238
17;Dienstag;4203
18;Dienstag;4068
19;Dienstag;2288
20;Dienstag;1394
21;Dienstag;940
22;Dienstag;640
23;Dienstag;371
0;Mittwoch;176
1;Mittwoch;113
2;Mittwoch;84
3;Mittwoch;41
4;Mittwoch;53
5;Mittwoch;140
6;Mittwoch;746
7;Mittwoch;2520
8;Mittwoch;4221
9;Mittwoch;1480
10;Mittwoch;785
11;Mittwoch;414
12;Mittwoch;330
13;Mittwoch;651
14;Mittwoch;879
15;Mittwoch;1033
16;Mittwoch;1414
17;Mittwoch;2199
18;Mittwoch;2430
19;Mittwoch;1748
20;Mittwoch;943
21;Mittwoch;712
22;Mittwoch;627
23;Mittwoch;372
0;Donnerstag;178
1;Donnerstag;105
2;Donnerstag;78
3;Donnerstag;43
4;Donnerstag;52
5;Donnerstag;122
6;Donnerstag;770
7;Donnerstag;2364
8;Donnerstag;4603
9;Donnerstag;2366
10;Donnerstag;1125
11;Donnerstag;1114
12;Donnerstag;1409
13;Donnerstag;1427
14;Donnerstag;1391
15;Donnerstag;1509
16;Donnerstag;2107
17;Donnerstag;3843
18;Donnerstag;3752
19;Donnerstag;2255
20;Donnerstag;1396
21;Donnerstag;1000
22;Donnerstag;734
23;Donnerstag;524
0;Freitag;311
1;Freitag;200
2;Freitag;119
3;Freitag;81
4;Freitag;65
5;Freitag;138
6;Freitag;693
7;Freitag;2243
8;Freitag;4316
9;Freitag;2279
10;Freitag;1207
11;Freitag;1209
12;Freitag;1695
13;Freitag;1731
14;Freitag;1700
15;Freitag;1809
16;Freitag;2387
17;Freitag;3913
18;Freitag;3452
19;Freitag;2212
20;Freitag;1477
21;Freitag;983
22;Freitag;797
23;Freitag;657
0;Samstag;532
1;Samstag;385
2;Samstag;287
3;Samstag;189
4;Samstag;128
5;Samstag;103
6;Samstag;153
7;Samstag;276
8;Samstag;627
9;Samstag;1032
10;Samstag;1493
11;Samstag;1751
12;Samstag;2096
13;Samstag;2457
14;Samstag;2454
15;Samstag;2326
16;Samstag;1750
17;Samstag;1662
18;Samstag;1453
19;Samstag;1404
20;Samstag;1432
21;Samstag;948
22;Samstag;730
23;Samstag;705
0;Sonntag;616
1;Sonntag;560
2;Sonntag;311
3;Sonntag;253
4;Sonntag;141
5;Sonntag;140
6;Sonntag;142
7;Sonntag;241
8;Sonntag;457
9;Sonntag;1007
10;Sonntag;1701
11;Sonntag;2257
12;Sonntag;2740
13;Sonntag;3153
14;Sonntag;3114
15;Sonntag;3010
16;Sonntag;2863
17;Sonntag;2130
18;Sonntag;1649
19;Sonntag;1371
20;Sonntag;1199
21;Sonntag;672
22;Sonntag;515
23;Sonntag;386
0;Montag;219
1;Montag;111
2;Montag;72
3;Montag;45
4;Montag;70
5;Montag;152
6;Montag;742
7;Montag;2489
8;Montag;4640
9;Montag;2328
10;Montag;1137
11;Montag;1131
12;Montag;1500
13;Montag;1455
14;Montag;1425
15;Montag;1540
16;Montag;2103
17;Montag;4016
18;Montag;4001
19;Montag;2466
20;Montag;1598
21;Montag;915
22;Montag;575
23;Montag;337
0;Dienstag;190
1;Dienstag;114
2;Dienstag;69
3;Dienstag;66
4;Dienstag;60
5;Dienstag;156
6;Dienstag;876
7;Dienstag;2819
8;Dienstag;4935
9;Dienstag;2382
10;Dienstag;1210
11;Dienstag;1128
12;Dienstag;1476
13;Dienstag;1433
14;Dienstag;1400
15;Dienstag;1521
16;Dienstag;2244
17;Dienstag;3982
18;Dienstag;4088
19;Dienstag;2512
20;Dienstag;1489
21;Dienstag;1037
22;Dienstag;617
23;Dienstag;380
0;Mittwoch;176
1;Mittwoch;101
2;Mittwoch;68
3;Mittwoch;45
4;Mittwoch;54
5;Mittwoch;116
6;Mittwoch;760
7;Mittwoch;2518
8;Mittwoch;4600
9;Mittwoch;2189
10;Mittwoch;1040
11;Mittwoch;950
12;Mittwoch;1258
13;Mittwoch;1228
14;Mittwoch;1196
15;Mittwoch;1290
16;Mittwoch;1891
17;Mittwoch;3530
18;Mittwoch;3284
19;Mittwoch;2079
20;Mittwoch;1298
21;Mittwoch;879
22;Mittwoch;608
23;Mittwoch;456
0;Donnerstag;258
1;Donnerstag;143
2;Donnerstag;103
3;Donnerstag;58
4;Donnerstag;65
5;Donnerstag;136
6;Donnerstag;767
7;Donnerstag;2623
8;Donnerstag;4704
9;Donnerstag;2475
10;Donnerstag;1288
11;Donnerstag;1171
12;Donnerstag;1583
13;Donnerstag;1667
14;Donnerstag;1572
15;Donnerstag;1721
16;Donnerstag;2390
17;Donnerstag;3994
18;Donnerstag;3865
19;Donnerstag;2347
20;Donnerstag;1598
21;Donnerstag;1135
22;Donnerstag;855
23;Donnerstag;595
0;Freitag;349
1;Freitag;157
2;Freitag;121
3;Freitag;80
4;Freitag;71
5;Freitag;153
6;Freitag;670
7;Freitag;2113
8;Freitag;4057
9;Freitag;2308
10;Freitag;1226
11;Freitag;1199
12;Freitag;1675
13;Freitag;1755
14;Freitag;1786
15;Freitag;2144
16;Freitag;2726
17;Freitag;3887
18;Freitag;3196
19;Freitag;2222
20;Freitag;1361
21;Freitag;980
22;Freitag;815
23;Freitag;657
0;Samstag;539
1;Samstag;388
2;Samstag;307
3;Samstag;201
4;Samstag;171
5;Samstag;113
6;Samstag;135
7;Samstag;265
8;Samstag;494
9;Samstag;920
10;Samstag;1387
11;Samstag;1810
12;Samstag;1885
13;Samstag;2175
14;Samstag;2485
15;Samstag;2882
16;Samstag;2965
17;Samstag;2900
18;Samstag;2682
19;Samstag;2251
20;Samstag;1417
21;Samstag;915
22;Samstag;755
23;Samstag;789
0;Sonntag;633
1;Sonntag;514
2;Sonntag;322
3;Sonntag;190
4;Sonntag;149
5;Sonntag;132
6;Sonntag;119
7;Sonntag;197
8;Sonntag;400
9;Sonntag;759
10;Sonntag;1301
11;Sonntag;1720
12;Sonntag;2238
13;Sonntag;2517
14;Sonntag;2754
15;Sonntag;2799
16;Sonntag;2900
17;Sonntag;2631
18;Sonntag;2456
19;Sonntag;2054
20;Sonntag;1613
21;Sonntag;1060
22;Sonntag;693
23;Sonntag;609
0;Montag;536
1;Montag;297
2;Montag;235
3;Montag;155
4;Montag;148
5;Montag;92
6;Montag;149
7;Montag;248
8;Montag;458
9;Montag;774
10;Montag;1056
11;Montag;1478
12;Montag;1803
13;Montag;2031
14;Montag;2004
15;Montag;2224
16;Montag;2054
17;Montag;1889
18;Montag;1740
19;Montag;1442
20;Montag;1089
21;Montag;777
22;Montag;585
23;Montag;433
0;Dienstag;226
1;Dienstag;162
2;Dienstag;110
3;Dienstag;53
4;Dienstag;65
5;Dienstag;111
6;Dienstag;492
7;Dienstag;1065
8;Dienstag;1213
9;Dienstag;398
10;Dienstag;186
11;Dienstag;168
12;Dienstag;315
13;Dienstag;524
14;Dienstag;687
15;Dienstag;919
16;Dienstag;1272
17;Dienstag;2706
18;Dienstag;2464
19;Dienstag;976
20;Dienstag;762
21;Dienstag;522
22;Dienstag;392
23;Dienstag;290
0;Mittwoch;174
1;Mittwoch;115
2;Mittwoch;71
3;Mittwoch;76
4;Mittwoch;84
5;Mittwoch;142
6;Mittwoch;590
7;Mittwoch;1884
8;Mittwoch;3582
9;Mittwoch;1806
10;Mittwoch;879
11;Mittwoch;785
12;Mittwoch;908
13;Mittwoch;1030
14;Mittwoch;979
15;Mittwoch;1143
16;Mittwoch;1561
17;Mittwoch;3107
18;Mittwoch;3156
19;Mittwoch;1954
20;Mittwoch;1160
21;Mittwoch;765
22;Mittwoch;530
23;Mittwoch;390
0;Donnerstag;213
1;Donnerstag;112
2;Donnerstag;95
3;Donnerstag;53
4;Donnerstag;60
5;Donnerstag;118
6;Donnerstag;637
7;Donnerstag;1982
8;Donnerstag;3888
9;Donnerstag;2013
10;Donnerstag;912
11;Donnerstag;906
12;Donnerstag;1139
13;Donnerstag;1330
14;Donnerstag;1202
15;Donnerstag;1266
16;Donnerstag;1683
17;Donnerstag;3178
18;Donnerstag;3109
19;Donnerstag;1865
20;Donnerstag;1177
21;Donnerstag;849
22;Donnerstag;648
23;Donnerstag;466
0;Freitag;247
1;Freitag;165
2;Freitag;97
3;Freitag;103
4;Freitag;71
5;Freitag;113
6;Freitag;554
7;Freitag;1765
8;Freitag;3555
9;Freitag;2010
10;Freitag;1021
11;Freitag;999
12;Freitag;1273
13;Freitag;1412
14;Freitag;1320
